LOCATION,fecha_fallecimiento,value,fecha_csv
ALL/Río Negro,2020-06-24,1,2020-07-01
ALL/Santa Fe,2020-04-01,1,2020-07-01
ALL/Santa Fe,2020-04-09,1,2020-07-01
ALL/Santa Fe,2020-05-07,1,2020-07-01
ALL/Santa Fe,2020-06-15,1,2020-07-01
ALL/Tierra del Fuego,2020-06-17,1,2020-07-01
ALL/Tucumán,2020-03-29,1,2020-07-01
ALL/Tucumán,2020-03-30,1,2020-07-01
ALL/Tucumán,2020-04-01,1,2020-07-01
ALL/Tucumán,2020-04-08,1,2020-07-01
ALL/Tucumán,2020-06-08,1,2020-07-01
ALL/Buenos Aires,2020-03-21,1,2020-07-02
ALL/Buenos Aires,2020-03-24,2,2020-07-02
ALL/Buenos Aires,2020-03-26,3,2020-07-02
ALL/Buenos Aires,2020-03-28,1,2020-07-02
ALL/Buenos Aires,2020-03-29,1,2020-07-02
ALL/Buenos Aires,2020-03-30,1,2020-07-02
ALL/Buenos Aires,2020-03-31,1,2020-07-02
ALL/Buenos Aires,2020-04-01,2,2020-07-02
ALL/Buenos Aires,2020-04-02,3,2020-07-02
ALL/Buenos Aires,2020-04-03,3,2020-07-02
ALL/Buenos Aires,2020-04-05,3,2020-07-02
ALL/Buenos Aires,2020-04-06,1,2020-07-02
ALL/Buenos Aires,2020-04-07,4,2020-07-02
ALL/Buenos Aires,2020-04-08,6,2020-07-02
ALL/Buenos Aires,2020-04-09,2,2020-07-02
ALL/Buenos Aires,2020-04-10,3,2020-07-02
ALL/Buenos Aires,2020-04-11,1,2020-07-02
ALL/Buenos Aires,2020-04-12,3,2020-07-02
ALL/Buenos Aires,2020-04-13,2,2020-07-02
ALL/Buenos Aires,2020-04-14,1,2020-07-02
ALL/Buenos Aires,2020-04-15,3,2020-07-02
ALL/Buenos Aires,2020-04-16,3,2020-07-02
ALL/Buenos Aires,2020-04-17,2,2020-07-02
ALL/Buenos Aires,2020-04-18,4,2020-07-02
ALL/Buenos Aires,2020-04-19,2,2020-07-02
ALL/Buenos Aires,2020-04-20,2,2020-07-02
ALL/Buenos Aires,2020-04-21,3,2020-07-02
ALL/Buenos Aires,2020-04-22,6,2020-07-02
ALL/Buenos Aires,2020-04-23,4,2020-07-02
ALL/Buenos Aires,2020-04-24,5,2020-07-02
ALL/Buenos Aires,2020-04-25,3,2020-07-02
ALL/Buenos Aires,2020-04-26,3,2020-07-02
ALL/Buenos Aires,2020-04-27,5,2020-07-02
ALL/Buenos Aires,2020-04-28,3,2020-07-02
ALL/Buenos Aires,2020-04-29,1,2020-07-02
ALL/Buenos Aires,2020-04-30,4,2020-07-02
ALL/Buenos Aires,2020-05-01,6,2020-07-02
ALL/Buenos Aires,2020-05-02,2,2020-07-02
ALL/Buenos Aires,2020-05-03,5,2020-07-02
ALL/Buenos Aires,2020-05-04,2,2020-07-02
ALL/Buenos Aires,2020-05-05,1,2020-07-02
ALL/Buenos Aires,2020-05-06,7,2020-07-02
ALL/Buenos Aires,2020-05-07,7,2020-07-02
ALL/Buenos Aires,2020-05-08,4,2020-07-02
ALL/Buenos Aires,2020-05-09,2,2020-07-02
ALL/Buenos Aires,2020-05-10,5,2020-07-02
ALL/Buenos Aires,2020-05-11,5,2020-07-02
ALL/Buenos Aires,2020-05-12,2,2020-07-02
ALL/Buenos Aires,2020-05-13,4,2020-07-02
ALL/Buenos Aires,2020-05-14,5,2020-07-02
ALL/Buenos Aires,2020-05-15,7,2020-07-02
ALL/Buenos Aires,2020-05-16,4,2020-07-02
ALL/Buenos Aires,2020-05-17,1,2020-07-02
ALL/Buenos Aires,2020-05-18,6,2020-07-02
ALL/Buenos Aires,2020-05-19,4,2020-07-02
ALL/Buenos Aires,2020-05-20,5,2020-07-02
ALL/Buenos Aires,2020-05-21,7,2020-07-02
ALL/Buenos Aires,2020-05-22,6,2020-07-02
ALL/Buenos Aires,2020-05-23,4,2020-07-02
ALL/Buenos Aires,2020-05-24,4,2020-07-02
ALL/Buenos Aires,2020-05-25,4,2020-07-02
ALL/Buenos Aires,2020-05-26,4,2020-07-02
ALL/Buenos Aires,2020-05-27,7,2020-07-02
ALL/Buenos Aires,2020-05-28,6,2020-07-02
ALL/Buenos Aires,2020-05-29,4,2020-07-02
ALL/Buenos Aires,2020-05-30,6,2020-07-02
ALL/Buenos Aires,2020-05-31,8,2020-07-02
ALL/Buenos Aires,2020-06-01,10,2020-07-02
ALL/Buenos Aires,2020-06-02,7,2020-07-02
ALL/Buenos Aires,2020-06-03,9,2020-07-02
ALL/Buenos Aires,2020-06-04,8,2020-07-02
ALL/Buenos Aires,2020-06-05,5,2020-07-02
ALL/Buenos Aires,2020-06-06,8,2020-07-02
ALL/Buenos Aires,2020-06-07,13,2020-07-02
ALL/Buenos Aires,2020-06-08,15,2020-07-02
ALL/Buenos Aires,2020-06-09,4,2020-07-02
ALL/Buenos Aires,2020-06-10,9,2020-07-02
ALL/Buenos Aires,2020-06-11,9,2020-07-02
ALL/Buenos Aires,2020-06-12,12,2020-07-02
ALL/Buenos Aires,2020-06-13,3,2020-07-02
ALL/Buenos Aires,2020-06-14,8,2020-07-02
ALL/Buenos Aires,2020-06-15,12,2020-07-02
ALL/Buenos Aires,2020-06-16,9,2020-07-02
ALL/Buenos Aires,2020-06-17,14,2020-07-02
ALL/Buenos Aires,2020-06-18,10,2020-07-02
ALL/Buenos Aires,2020-06-19,10,2020-07-02
ALL/Buenos Aires,2020-06-20,5,2020-07-02
ALL/Buenos Aires,2020-06-21,7,2020-07-02
ALL/Buenos Aires,2020-06-22,12,2020-07-02
ALL/Buenos Aires,2020-06-23,15,2020-07-02
ALL/Buenos Aires,2020-06-24,17,2020-07-02
ALL/Buenos Aires,2020-06-25,19,2020-07-02
ALL/Buenos Aires,2020-06-26,9,2020-07-02
ALL/Buenos Aires,2020-06-27,17,2020-07-02
ALL/Buenos Aires,2020-06-28,13,2020-07-02
ALL/Buenos Aires,2020-06-29,9,2020-07-02
ALL/Buenos Aires,2020-06-30,12,2020-07-02
ALL/Buenos Aires,2020-07-01,15,2020-07-02
ALL/Buenos Aires,2020-07-02,4,2020-07-02
ALL/CABA,2020-03-07,1,2020-07-02
ALL/CABA,2020-03-18,1,2020-07-02
ALL/CABA,2020-03-25,2,2020-07-02
ALL/CABA,2020-03-27,1,2020-07-02
ALL/CABA,2020-03-28,1,2020-07-02
ALL/CABA,2020-04-01,1,2020-07-02
ALL/CABA,2020-04-04,3,2020-07-02
ALL/CABA,2020-04-05,5,2020-07-02
ALL/CABA,2020-04-06,5,2020-07-02
ALL/CABA,2020-04-07,1,2020-07-02
ALL/CABA,2020-04-08,2,2020-07-02
ALL/CABA,2020-04-09,4,2020-07-02
ALL/CABA,2020-04-10,1,2020-07-02
ALL/CABA,2020-04-11,3,2020-07-02
ALL/CABA,2020-04-12,1,2020-07-02
ALL/CABA,2020-04-13,1,2020-07-02
ALL/CABA,2020-04-14,6,2020-07-02
ALL/CABA,2020-04-15,2,2020-07-02
ALL/CABA,2020-04-16,3,2020-07-02
ALL/CABA,2020-04-17,2,2020-07-02
ALL/CABA,2020-04-19,1,2020-07-02
ALL/CABA,2020-04-20,1,2020-07-02
ALL/CABA,2020-04-21,3,2020-07-02
ALL/CABA,2020-04-22,2,2020-07-02
ALL/CABA,2020-04-23,2,2020-07-02
ALL/CABA,2020-04-24,6,2020-07-02
ALL/CABA,2020-04-25,5,2020-07-02
ALL/CABA,2020-04-26,3,2020-07-02
ALL/CABA,2020-04-27,4,2020-07-02
ALL/CABA,2020-04-28,6,2020-07-02
ALL/CABA,2020-04-29,8,2020-07-02
ALL/CABA,2020-04-30,5,2020-07-02
ALL/CABA,2020-05-01,9,2020-07-02
ALL/CABA,2020-05-02,3,2020-07-02
ALL/CABA,2020-05-03,2,2020-07-02
ALL/CABA,2020-05-04,3,2020-07-02
ALL/CABA,2020-05-05,3,2020-07-02
ALL/CABA,2020-05-06,1,2020-07-02
ALL/CABA,2020-05-07,2,2020-07-02
ALL/CABA,2020-05-08,2,2020-07-02
ALL/CABA,2020-05-09,5,2020-07-02
ALL/CABA,2020-05-10,2,2020-07-02
ALL/CABA,2020-05-11,5,2020-07-02
ALL/CABA,2020-05-12,3,2020-07-02
ALL/CABA,2020-05-13,6,2020-07-02
ALL/CABA,2020-05-14,1,2020-07-02
ALL/CABA,2020-05-15,4,2020-07-02
ALL/CABA,2020-05-16,1,2020-07-02
ALL/CABA,2020-05-17,8,2020-07-02
ALL/CABA,2020-05-18,4,2020-07-02
ALL/CABA,2020-05-19,1,2020-07-02
ALL/CABA,2020-05-20,5,2020-07-02
ALL/CABA,2020-05-21,7,2020-07-02
ALL/CABA,2020-05-22,4,2020-07-02
ALL/CABA,2020-05-23,3,2020-07-02
ALL/CABA,2020-05-24,5,2020-07-02
ALL/CABA,2020-05-25,8,2020-07-02
ALL/CABA,2020-05-26,4,2020-07-02
ALL/CABA,2020-05-27,4,2020-07-02
ALL/CABA,2020-05-28,3,2020-07-02
ALL/CABA,2020-05-29,7,2020-07-02
ALL/CABA,2020-05-30,10,2020-07-02
ALL/CABA,2020-05-31,2,2020-07-02
ALL/CABA,2020-06-01,5,2020-07-02
ALL/CABA,2020-06-02,6,2020-07-02
ALL/CABA,2020-06-03,14,2020-07-02
ALL/CABA,2020-06-04,16,2020-07-02
ALL/CABA,2020-06-05,11,2020-07-02
ALL/CABA,2020-06-06,14,2020-07-02
ALL/CABA,2020-06-07,6,2020-07-02
ALL/CABA,2020-06-08,14,2020-07-02
ALL/CABA,2020-06-09,12,2020-07-02
ALL/CABA,2020-06-10,12,2020-07-02
ALL/CABA,2020-06-11,14,2020-07-02
ALL/CABA,2020-06-12,8,2020-07-02
ALL/CABA,2020-06-13,10,2020-07-02
ALL/CABA,2020-06-14,19,2020-07-02
ALL/CABA,2020-06-15,8,2020-07-02
ALL/CABA,2020-06-16,13,2020-07-02
ALL/CABA,2020-06-17,11,2020-07-02
ALL/CABA,2020-06-18,16,2020-07-02
ALL/CABA,2020-06-19,9,2020-07-02
ALL/CABA,2020-06-20,14,2020-07-02
ALL/CABA,2020-06-21,14,2020-07-02
ALL/CABA,2020-06-22,12,2020-07-02
ALL/CABA,2020-06-23,17,2020-07-02
ALL/CABA,2020-06-24,14,2020-07-02
ALL/CABA,2020-06-25,11,2020-07-02
ALL/CABA,2020-06-26,15,2020-07-02
ALL/CABA,2020-06-27,16,2020-07-02
ALL/CABA,2020-06-28,10,2020-07-02
ALL/CABA,2020-06-29,8,2020-07-02
ALL/CABA,2020-06-30,10,2020-07-02
ALL/CABA,2020-07-01,10,2020-07-02
ALL/CABA,2020-07-02,3,2020-07-02
ALL/Chaco,2020-03-13,1,2020-07-02
ALL/Chaco,2020-03-24,1,2020-07-02
ALL/Chaco,2020-03-25,2,2020-07-02
ALL/Chaco,2020-03-31,1,2020-07-02
ALL/Chaco,2020-04-01,1,2020-07-02
ALL/Chaco,2020-04-02,1,2020-07-02
ALL/Chaco,2020-04-08,1,2020-07-02
ALL/Chaco,2020-04-13,1,2020-07-02
ALL/Chaco,2020-04-14,1,2020-07-02
ALL/Chaco,2020-04-19,1,2020-07-02
ALL/Chaco,2020-04-24,1,2020-07-02
ALL/Chaco,2020-04-27,1,2020-07-02
ALL/Chaco,2020-04-28,1,2020-07-02
ALL/Chaco,2020-05-01,3,2020-07-02
ALL/Chaco,2020-05-02,2,2020-07-02
ALL/Chaco,2020-05-05,1,2020-07-02
ALL/Chaco,2020-05-10,1,2020-07-02
ALL/Chaco,2020-05-11,2,2020-07-02
ALL/Chaco,2020-05-13,1,2020-07-02
ALL/Chaco,2020-05-14,1,2020-07-02
ALL/Chaco,2020-05-15,3,2020-07-02
ALL/Chaco,2020-05-16,2,2020-07-02
ALL/Chaco,2020-05-17,1,2020-07-02
ALL/Chaco,2020-05-18,4,2020-07-02
ALL/Chaco,2020-05-19,1,2020-07-02
ALL/Chaco,2020-05-20,2,2020-07-02
ALL/Chaco,2020-05-22,3,2020-07-02
ALL/Chaco,2020-05-23,1,2020-07-02
ALL/Chaco,2020-05-24,1,2020-07-02
ALL/Chaco,2020-05-25,2,2020-07-02
ALL/Chaco,2020-05-26,1,2020-07-02
ALL/Chaco,2020-05-27,1,2020-07-02
ALL/Chaco,2020-05-28,4,2020-07-02
ALL/Chaco,2020-05-29,2,2020-07-02
ALL/Chaco,2020-05-31,2,2020-07-02
ALL/Chaco,2020-06-01,3,2020-07-02
ALL/Chaco,2020-06-03,1,2020-07-02
ALL/Chaco,2020-06-04,2,2020-07-02
ALL/Chaco,2020-06-05,1,2020-07-02
ALL/Chaco,2020-06-06,1,2020-07-02
ALL/Chaco,2020-06-07,1,2020-07-02
ALL/Chaco,2020-06-08,1,2020-07-02
ALL/Chaco,2020-06-10,2,2020-07-02
ALL/Chaco,2020-06-11,1,2020-07-02
ALL/Chaco,2020-06-12,4,2020-07-02
ALL/Chaco,2020-06-14,5,2020-07-02
ALL/Chaco,2020-06-17,2,2020-07-02
ALL/Chaco,2020-06-18,2,2020-07-02
ALL/Chaco,2020-06-19,8,2020-07-02
ALL/Chaco,2020-06-21,1,2020-07-02
ALL/Chaco,2020-06-22,2,2020-07-02
ALL/Chaco,2020-06-23,2,2020-07-02
ALL/Chaco,2020-06-25,2,2020-07-02
ALL/Chaco,2020-06-26,1,2020-07-02
ALL/Chaco,2020-06-27,2,2020-07-02
ALL/Chaco,2020-06-28,1,2020-07-02
ALL/Chaco,2020-06-29,1,2020-07-02
ALL/Chubut,2020-06-10,1,2020-07-02
ALL/Córdoba,2020-03-29,1,2020-07-02
ALL/Córdoba,2020-04-05,1,2020-07-02
ALL/Córdoba,2020-04-11,1,2020-07-02
ALL/Córdoba,2020-04-13,1,2020-07-02
ALL/Córdoba,2020-04-15,2,2020-07-02
ALL/Córdoba,2020-04-19,1,2020-07-02
ALL/Córdoba,2020-04-20,2,2020-07-02
ALL/Córdoba,2020-04-22,1,2020-07-02
ALL/Córdoba,2020-04-24,1,2020-07-02
ALL/Córdoba,2020-04-25,1,2020-07-02
ALL/Córdoba,2020-04-27,2,2020-07-02
ALL/Córdoba,2020-05-01,2,2020-07-02
ALL/Córdoba,2020-05-02,3,2020-07-02
ALL/Córdoba,2020-05-04,2,2020-07-02
ALL/Córdoba,2020-05-11,1,2020-07-02
ALL/Córdoba,2020-05-14,2,2020-07-02
ALL/Córdoba,2020-05-17,1,2020-07-02
ALL/Córdoba,2020-05-19,1,2020-07-02
ALL/Córdoba,2020-05-20,1,2020-07-02
ALL/Córdoba,2020-05-24,1,2020-07-02
ALL/Córdoba,2020-05-26,1,2020-07-02
ALL/Córdoba,2020-05-31,1,2020-07-02
ALL/Córdoba,2020-06-03,1,2020-07-02
ALL/Córdoba,2020-06-05,1,2020-07-02
ALL/Córdoba,2020-06-12,1,2020-07-02
ALL/Córdoba,2020-06-14,2,2020-07-02
ALL/Córdoba,2020-06-22,1,2020-07-02
ALL/Córdoba,2020-06-27,1,2020-07-02
ALL/Jujuy,2020-06-12,1,2020-07-02
ALL/La Rioja,2020-03-31,1,2020-07-02
ALL/La Rioja,2020-04-13,1,2020-07-02
ALL/La Rioja,2020-04-17,1,2020-07-02
ALL/La Rioja,2020-04-21,2,2020-07-02
ALL/La Rioja,2020-04-22,1,2020-07-02
ALL/La Rioja,2020-05-08,1,2020-07-02
ALL/La Rioja,2020-06-06,1,2020-07-02
ALL/La Rioja,2020-06-29,1,2020-07-02
ALL/Mendoza,2020-03-27,1,2020-07-02
ALL/Mendoza,2020-04-01,1,2020-07-02
ALL/Mendoza,2020-04-02,1,2020-07-02
ALL/Mendoza,2020-04-07,1,2020-07-02
ALL/Mendoza,2020-04-14,1,2020-07-02
ALL/Mendoza,2020-04-15,1,2020-07-02
ALL/Mendoza,2020-04-16,1,2020-07-02
ALL/Mendoza,2020-04-19,1,2020-07-02
ALL/Mendoza,2020-04-23,1,2020-07-02
ALL/Mendoza,2020-06-27,1,2020-07-02
ALL/Misiones,2020-04-23,1,2020-07-02
ALL/Misiones,2020-06-10,1,2020-07-02
ALL/Neuquén,2020-03-26,1,2020-07-02
ALL/Neuquén,2020-03-30,1,2020-07-02
ALL/Neuquén,2020-04-06,1,2020-07-02
ALL/Neuquén,2020-04-08,1,2020-07-02
ALL/Neuquén,2020-04-28,1,2020-07-02
ALL/Neuquén,2020-06-15,1,2020-07-02
ALL/Neuquén,2020-06-17,1,2020-07-02
ALL/Neuquén,2020-06-20,1,2020-07-02
ALL/Neuquén,2020-06-23,2,2020-07-02
ALL/Neuquén,2020-06-24,1,2020-07-02
ALL/Neuquén,2020-06-27,1,2020-07-02
ALL/Neuquén,2020-06-28,1,2020-07-02
ALL/Río Negro,2020-04-09,1,2020-07-02
ALL/Río Negro,2020-04-13,1,2020-07-02
ALL/Río Negro,2020-04-19,1,2020-07-02
ALL/Río Negro,2020-04-20,2,2020-07-02
ALL/Río Negro,2020-04-25,1,2020-07-02
ALL/Río Negro,2020-04-29,1,2020-07-02
ALL/Río Negro,2020-05-03,1,2020-07-02
ALL/Río Negro,2020-05-06,1,2020-07-02
ALL/Río Negro,2020-05-10,1,2020-07-02
ALL/Río Negro,2020-05-13,1,2020-07-02
ALL/Río Negro,2020-05-16,1,2020-07-02
ALL/Río Negro,2020-05-19,1,2020-07-02
ALL/Río Negro,2020-05-21,1,2020-07-02
ALL/Río Negro,2020-05-22,2,2020-07-02
ALL/Río Negro,2020-05-25,1,2020-07-02
ALL/Río Negro,2020-06-03,2,2020-07-02
ALL/Río Negro,2020-06-06,1,2020-07-02
ALL/Río Negro,2020-06-07,1,2020-07-02
ALL/Río Negro,2020-06-08,2,2020-07-02
ALL/Río Negro,2020-06-10,1,2020-07-02
ALL/Río Negro,2020-06-11,1,2020-07-02
ALL/Río Negro,2020-06-12,1,2020-07-02
ALL/Río Negro,2020-06-13,1,2020-07-02
ALL/Río Negro,2020-06-15,1,2020-07-02
ALL/Río Negro,2020-06-17,3,2020-07-02
ALL/Río Negro,2020-06-18,1,2020-07-02
ALL/Río Negro,2020-06-19,1,2020-07-02
ALL/Río Negro,2020-06-20,1,2020-07-02
ALL/Río Negro,2020-06-21,2,2020-07-02
ALL/Río Negro,2020-06-22,2,2020-07-02
ALL/Río Negro,2020-06-23,1,2020-07-02
ALL/Río Negro,2020-06-24,1,2020-07-02
ALL/Santa Fe,2020-04-01,1,2020-07-02
ALL/Santa Fe,2020-04-09,1,2020-07-02
ALL/Santa Fe,2020-05-07,1,2020-07-02
ALL/Santa Fe,2020-06-15,1,2020-07-02
ALL/Tierra del Fuego,2020-06-17,1,2020-07-02
ALL/Tucumán,2020-03-29,1,2020-07-02
ALL/Tucumán,2020-03-30,1,2020-07-02
ALL/Tucumán,2020-04-01,1,2020-07-02
ALL/Tucumán,2020-04-08,1,2020-07-02
ALL/Tucumán,2020-06-08,1,2020-07-02
ALL/Buenos Aires,2020-03-21,1,2020-07-03
ALL/Buenos Aires,2020-03-24,2,2020-07-03
ALL/Buenos Aires,2020-03-26,3,2020-07-03
ALL/Buenos Aires,2020-03-28,1,2020-07-03
ALL/Buenos Aires,2020-03-29,1,2020-07-03
ALL/Buenos Aires,2020-03-30,1,2020-07-03
ALL/Buenos Aires,2020-03-31,1,2020-07-03
ALL/Buenos Aires,2020-04-01,2,2020-07-03
ALL/Buenos Aires,2020-04-02,3,2020-07-03
ALL/Buenos Aires,2020-04-03,3,2020-07-03
ALL/Buenos Aires,2020-04-05,3,2020-07-03
ALL/Buenos Aires,2020-04-06,1,2020-07-03
ALL/Buenos Aires,2020-04-07,4,2020-07-03
ALL/Buenos Aires,2020-04-08,6,2020-07-03
ALL/Buenos Aires,2020-04-09,2,2020-07-03
ALL/Buenos Aires,2020-04-10,3,2020-07-03
ALL/Buenos Aires,2020-04-11,1,2020-07-03
ALL/Buenos Aires,2020-04-12,3,2020-07-03
ALL/Buenos Aires,2020-04-13,2,2020-07-03
ALL/Buenos Aires,2020-04-14,1,2020-07-03
ALL/Buenos Aires,2020-04-15,3,2020-07-03
ALL/Buenos Aires,2020-04-16,3,2020-07-03
ALL/Buenos Aires,2020-04-17,2,2020-07-03
ALL/Buenos Aires,2020-04-18,4,2020-07-03
ALL/Buenos Aires,2020-04-19,2,2020-07-03
ALL/Buenos Aires,2020-04-20,2,2020-07-03
ALL/Buenos Aires,2020-04-21,3,2020-07-03
ALL/Buenos Aires,2020-04-22,6,2020-07-03
ALL/Buenos Aires,2020-04-23,4,2020-07-03
ALL/Buenos Aires,2020-04-24,5,2020-07-03
ALL/Buenos Aires,2020-04-25,3,2020-07-03
ALL/Buenos Aires,2020-04-26,3,2020-07-03
ALL/Buenos Aires,2020-04-27,5,2020-07-03
ALL/Buenos Aires,2020-04-28,3,2020-07-03
ALL/Buenos Aires,2020-04-29,1,2020-07-03
ALL/Buenos Aires,2020-04-30,4,2020-07-03
ALL/Buenos Aires,2020-05-01,6,2020-07-03
ALL/Buenos Aires,2020-05-02,2,2020-07-03
ALL/Buenos Aires,2020-05-03,5,2020-07-03
ALL/Buenos Aires,2020-05-04,2,2020-07-03
ALL/Buenos Aires,2020-05-05,1,2020-07-03
ALL/Buenos Aires,2020-05-06,7,2020-07-03
ALL/Buenos Aires,2020-05-07,7,2020-07-03
ALL/Buenos Aires,2020-05-08,4,2020-07-03
ALL/Buenos Aires,2020-05-09,2,2020-07-03
ALL/Buenos Aires,2020-05-10,5,2020-07-03
ALL/Buenos Aires,2020-05-11,5,2020-07-03
ALL/Buenos Aires,2020-05-12,2,2020-07-03
ALL/Buenos Aires,2020-05-13,4,2020-07-03
ALL/Buenos Aires,2020-05-14,5,2020-07-03
ALL/Buenos Aires,2020-05-15,7,2020-07-03
ALL/Buenos Aires,2020-05-16,4,2020-07-03
ALL/Buenos Aires,2020-05-17,1,2020-07-03
ALL/Buenos Aires,2020-05-18,6,2020-07-03
ALL/Buenos Aires,2020-05-19,4,2020-07-03
ALL/Buenos Aires,2020-05-20,5,2020-07-03
ALL/Buenos Aires,2020-05-21,7,2020-07-03
ALL/Buenos Aires,2020-05-22,6,2020-07-03
ALL/Buenos Aires,2020-05-23,4,2020-07-03
ALL/Buenos Aires,2020-05-24,4,2020-07-03
ALL/Buenos Aires,2020-05-25,4,2020-07-03
ALL/Buenos Aires,2020-05-26,4,2020-07-03
ALL/Buenos Aires,2020-05-27,7,2020-07-03
ALL/Buenos Aires,2020-05-28,6,2020-07-03
ALL/Buenos Aires,2020-05-29,4,2020-07-03
ALL/Buenos Aires,2020-05-30,6,2020-07-03
ALL/Buenos Aires,2020-05-31,8,2020-07-03
ALL/Buenos Aires,2020-06-01,10,2020-07-03
ALL/Buenos Aires,2020-06-02,7,2020-07-03
ALL/Buenos Aires,2020-06-03,9,2020-07-03
ALL/Buenos Aires,2020-06-04,8,2020-07-03
ALL/Buenos Aires,2020-06-05,5,2020-07-03
ALL/Buenos Aires,2020-06-06,8,2020-07-03
ALL/Buenos Aires,2020-06-07,13,2020-07-03
ALL/Buenos Aires,2020-06-08,15,2020-07-03
ALL/Buenos Aires,2020-06-09,4,2020-07-03
ALL/Buenos Aires,2020-06-10,9,2020-07-03
ALL/Buenos Aires,2020-06-11,9,2020-07-03
ALL/Buenos Aires,2020-06-12,12,2020-07-03
ALL/Buenos Aires,2020-06-13,3,2020-07-03
ALL/Buenos Aires,2020-06-14,9,2020-07-03
ALL/Buenos Aires,2020-06-15,12,2020-07-03
ALL/Buenos Aires,2020-06-16,9,2020-07-03
ALL/Buenos Aires,2020-06-17,14,2020-07-03
ALL/Buenos Aires,2020-06-18,10,2020-07-03
ALL/Buenos Aires,2020-06-19,10,2020-07-03
ALL/Buenos Aires,2020-06-20,5,2020-07-03
ALL/Buenos Aires,2020-06-21,7,2020-07-03
ALL/Buenos Aires,2020-06-22,12,2020-07-03
ALL/Buenos Aires,2020-06-23,15,2020-07-03
ALL/Buenos Aires,2020-06-24,17,2020-07-03
ALL/Buenos Aires,2020-06-25,19,2020-07-03
ALL/Buenos Aires,2020-06-26,10,2020-07-03
ALL/Buenos Aires,2020-06-27,17,2020-07-03
ALL/Buenos Aires,2020-06-28,13,2020-07-03
ALL/Buenos Aires,2020-06-29,10,2020-07-03
ALL/Buenos Aires,2020-06-30,16,2020-07-03
ALL/Buenos Aires,2020-07-01,21,2020-07-03
ALL/Buenos Aires,2020-07-02,11,2020-07-03
ALL/Buenos Aires,2020-07-03,2,2020-07-03
ALL/CABA,2020-03-07,1,2020-07-03
ALL/CABA,2020-03-18,1,2020-07-03
ALL/CABA,2020-03-25,2,2020-07-03
ALL/CABA,2020-03-27,1,2020-07-03
ALL/CABA,2020-03-28,1,2020-07-03
ALL/CABA,2020-04-01,1,2020-07-03
ALL/CABA,2020-04-04,3,2020-07-03
ALL/CABA,2020-04-05,5,2020-07-03
ALL/CABA,2020-04-06,5,2020-07-03
ALL/CABA,2020-04-07,1,2020-07-03
ALL/CABA,2020-04-08,2,2020-07-03
ALL/CABA,2020-04-09,4,2020-07-03
ALL/CABA,2020-04-10,1,2020-07-03
ALL/CABA,2020-04-11,3,2020-07-03
ALL/CABA,2020-04-12,1,2020-07-03
ALL/CABA,2020-04-13,1,2020-07-03
ALL/CABA,2020-04-14,6,2020-07-03
ALL/CABA,2020-04-15,2,2020-07-03
ALL/CABA,2020-04-16,3,2020-07-03
ALL/CABA,2020-04-17,2,2020-07-03
ALL/CABA,2020-04-19,1,2020-07-03
ALL/CABA,2020-04-20,1,2020-07-03
ALL/CABA,2020-04-21,3,2020-07-03
ALL/CABA,2020-04-22,2,2020-07-03
ALL/CABA,2020-04-23,2,2020-07-03
ALL/CABA,2020-04-24,6,2020-07-03
ALL/CABA,2020-04-25,5,2020-07-03
ALL/CABA,2020-04-26,3,2020-07-03
ALL/CABA,2020-04-27,4,2020-07-03
ALL/CABA,2020-04-28,6,2020-07-03
ALL/CABA,2020-04-29,8,2020-07-03
ALL/CABA,2020-04-30,5,2020-07-03
ALL/CABA,2020-05-01,9,2020-07-03
ALL/CABA,2020-05-02,3,2020-07-03
ALL/CABA,2020-05-03,2,2020-07-03
ALL/CABA,2020-05-04,3,2020-07-03
ALL/CABA,2020-05-05,3,2020-07-03
ALL/CABA,2020-05-06,1,2020-07-03
ALL/CABA,2020-05-07,2,2020-07-03
ALL/CABA,2020-05-08,2,2020-07-03
ALL/CABA,2020-05-09,5,2020-07-03
ALL/CABA,2020-05-10,2,2020-07-03
ALL/CABA,2020-05-11,5,2020-07-03
ALL/CABA,2020-05-12,3,2020-07-03
ALL/CABA,2020-05-13,6,2020-07-03
ALL/CABA,2020-05-14,1,2020-07-03
ALL/CABA,2020-05-15,4,2020-07-03
ALL/CABA,2020-05-16,1,2020-07-03
ALL/CABA,2020-05-17,8,2020-07-03
ALL/CABA,2020-05-18,4,2020-07-03
ALL/CABA,2020-05-19,1,2020-07-03
ALL/CABA,2020-05-20,5,2020-07-03
ALL/CABA,2020-05-21,7,2020-07-03
ALL/CABA,2020-05-22,4,2020-07-03
ALL/CABA,2020-05-23,3,2020-07-03
ALL/CABA,2020-05-24,5,2020-07-03
ALL/CABA,2020-05-25,8,2020-07-03
ALL/CABA,2020-05-26,4,2020-07-03
ALL/CABA,2020-05-27,4,2020-07-03
ALL/CABA,2020-05-28,3,2020-07-03
ALL/CABA,2020-05-29,7,2020-07-03
ALL/CABA,2020-05-30,10,2020-07-03
ALL/CABA,2020-05-31,2,2020-07-03
ALL/CABA,2020-06-01,5,2020-07-03
ALL/CABA,2020-06-02,6,2020-07-03
ALL/CABA,2020-06-03,14,2020-07-03
ALL/CABA,2020-06-04,16,2020-07-03
ALL/CABA,2020-06-05,11,2020-07-03
ALL/CABA,2020-06-06,14,2020-07-03
ALL/CABA,2020-06-07,6,2020-07-03
